1,-61.55756184165852,15.565322555995856,200.0,200.0,U
2,-61.5599175488546,15.563558240135249,200.0,200.0,U
3,-61.55893717954075,15.566851792934495,200.0,200.0,U
4,-61.55858650964307,15.56745048991806,200.0,200.0,U
5,-61.55721600616568,15.565281860773728,200.0,200.0,U
6,-61.55696912778124,15.564668644379935,200.0,200.0,U
7,-61.55529477782667,15.562515720267317,200.0,200.0,U
8,-61.55872560944898,15.56320361601483,200.0,200.0,U
9,-61.55913362344235,15.56588953021198,200.0,200.0,U
10,-61.55628082979327,15.562216834070952,200.0,200.0,U
11,-61.55394494058984,15.562494774874972,200.0,200.0,U
12,-61.55757774659092,15.563865432285775,200.0,200.0,U
13,-61.55754902363911,15.564622461104209,200.0,200.0,U
14,-61.5566484681212,15.566532188382308,200.0,200.0,U
15,-61.55723666519545,15.563709951431607,200.0,200.0,U
16,-61.55864159132737,15.567364460050404,200.0,200.0,U
17,-61.55846831327242,15.564407281698841,200.0,200.0,U
18,-61.5589625861148,15.564942927101791,200.0,200.0,U
19,-61.55456557948378,15.564825803077689,200.0,200.0,U
20,-61.558232886738786,15.564181038598058,200.0,200.0,U
21,-61.557595042865515,15.56505293965959,200.0,200.0,U
22,-61.55693915016478,15.564704261512755,200.0,200.0,U
23,-61.556862331598516,15.565213723554207,200.0,200.0,U
24,-61.555518503139524,15.564945134563777,200.0,200.0,U
25,-61.55819890420242,15.564740631688736,200.0,200.0,U
26,-61.557437708474644,15.564313291826718,200.0,200.0,U
27,-61.55629852051936,15.564834546549374,200.0,200.0,U
28,-61.556117412626186,15.565752078992897,200.0,200.0,U
29,-61.557611066284274,15.564661942689295,200.0,200.0,U
30,-61.55777542882756,15.56371719177475,200.0,200.0,U
31,-61.55861527329859,15.566692344724766,200.0,200.0,U
32,-61.5577836019171,15.566824892208338,200.0,200.0,U
33,-61.55817283385879,15.564330939650851,200.0,200.0,U
34,-61.55638359729769,15.563859405995744,200.0,200.0,U
35,-61.557109439818674,15.566416554732069,200.0,200.0,U
36,-61.55587791930961,15.565780840702029,200.0,200.0,U
37,-61.5586836777995,15.564523554380076,200.0,200.0,U
38,-61.559146617865814,15.565258193831209,200.0,200.0,U
39,-61.55760692722532,15.565561158757852,200.0,200.0,U
40,-61.556608636191804,15.564558769633933,200.0,200.0,U
41,-61.55710076114072,15.564725457886496,200.0,200.0,U
42,-61.557128112161664,15.565738480505876,200.0,200.0,U
43,-61.55806897166377,15.56526189015894,200.0,200.0,U
44,-61.559133991848725,15.565891914172333,200.0,200.0,U
45,-61.55730734026122,15.56200851697871,200.0,200.0,U
46,-61.55844767298005,15.563327345037308,200.0,200.0,U
47,-61.557662774226436,15.565063548558802,200.0,200.0,U
48,-61.55785777104581,15.565150345614526,200.0,200.0,U
