-521,0,169.8009310397607
889,1340,168.9106627118501
4402,4879,172.7614354995922
6285,6876,143.54742724704892
9492,10208,98.02147000521224
14462,14787,228.1719364913067
16733,17078,193.56533567000483
19428,19931,173.65642686409518
22624,23150,176.0889651287562
24943,25255,175.71526348141043
28093,28431,175.78393416793736
29494,29751,175.7780551383631
30583,31121,175.77021134294188
33890,34887,175.85601688999793
37608,38135,None
