-596,0,142.0163048367838
670,1320,141.1578189854617
2267,2873,144.07145649654052
5038,5803,193.61745908424066
6249,7123,205.78663975684594
8326,8831,210.44046501212893
10221,10490,-26.103521090951077
11705,12114,-64.92618885234802
12915,13434,-56.19867403894267
17366,18075,None
